surah,ayah,source_slug,source_title,latin_iast,latin_ascii
2,13,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,"āra yakhana tāderake valā haẏa, ‘tomarā īmāna āna yemana lokerā īmāna eneche’ , tārā vale, ‘nirvodha lokerā yerūpa īmāna eneche āmarāo ki serupa īmāna ānavo?’ sāvadhāna ! niścaẏa erā nirvodha, kintu tārā tā jāne nā.","ara yakhana taderake vala haya, ‘tomara imana ana yemana lokera imana eneche’ , tara vale, ‘nirvodha lokera yerupa imana eneche amarao ki serupa imana anavoy’ savadhana ! niscaya era nirvodha, kintu tara ta jane na."
2,13,fathul_majid,Fathul Majid Bengali translation,"āra yakhana tāderake valā haẏa, lokerā yerūpa īmāna eneche tomarāo anurūpa īmāna āna. takhana tārā vale, nirveādherā yerūpa īmāna eneche āmarāo ki serūpa īmāna ānava? sāvadhāna! niścaẏai tārāi nirveādha kintu tārā jāne nā.","ara yakhana taderake vala haya, lokera yerupa imana eneche tomarao anurupa imana ana. takhana tara vale, nirveadhera yerupa imana eneche amarao ki serupa imana anavay savadhana! niscayai tarai nirveadha kintu tara jane na."
2,14,rawai_al_bayan,Rawai Al Bayan Bengali translation,"āra yakhana tārā muminadera sāthe milita haẏa, takhana vale ‘āmarā īmāna enechi’ evaṃ yakhana tādera śaẏatānadera sāthe ekānte milita haẏa, takhana vale, ‘niścaẏa āmarā tomādera sāthe āchi. āmarā to kevala upahāsakārī’.","ara yakhana tara muminadera sathe milita haya, takhana vale ‘amara imana enechi’ evam yakhana tadera sayatanadera sathe ekante milita haya, takhana vale, ‘niscaya amara tomadera sathe achi. amara to kevala upahasakari’."
2,14,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,"evaṃ yakhana tārā mu’minadera sāthe milita haẏa takhana tārā valeḥ āmarā viśvāsa sthāpana karechi; evaṃ yakhana tārā nijedera dalapati o duṣṭa netādera sāthe gopane milita haẏa takhana valeḥ āmarā tomādera saṅgei āchi, āmarāto śudhu ṭhāṭṭā-vidrupa o prahasana kare thāki.","evam yakhana tara mu’minadera sathe milita haya takhana tara valeh amara visvasa sthapana karechi; evam yakhana tara nijedera dalapati o dusta netadera sathe gopane milita haya takhana valeh amara tomadera sangei achi, amarato sudhu thatta-vidrupa o prahasana kare thaki."
2,14,taisirul_quran,Taisirul Quran Bengali translation,"yakhana tārā mu’minadera saṃsparśe āse takhana vale, ‘āmarā īmāna enechi’; āra yakhana tārā nibhṛte tādera śaẏatvānadera (sardāradera) saṅge milita haẏa takhana vale, ‘āmarā tomādera sāthei āchi, āmarā śudhu tādera saṅge ṭhāṭṭā-tāmāśā kari mātra’.","yakhana tara mu’minadera samsparse ase takhana vale, ‘amara imana enechi’; ara yakhana tara nibhrte tadera sayatvanadera (sardaradera) sange milita haya takhana vale, ‘amara tomadera sathei achi, amara sudhu tadera sange thatta-tamasa kari matra’."
2,14,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,"āra yakhana tārā muminadera sāthe sākṣāta kare, takhana vale, ‘āmarā īmāna enechi‘, āra yakhana tārā ekānte tādera śaẏatānadera sāthe ekatrita haẏa, takhana vale, ‘niścaẏa āmarā tomādera sāthe āchi. āmarā to kevala upahāsakārī.’","ara yakhana tara muminadera sathe saksata kare, takhana vale, ‘amara imana enechi‘, ara yakhana tara ekante tadera sayatanadera sathe ekatrita haya, takhana vale, ‘niscaya amara tomadera sathe achi. amara to kevala upahasakari.’"
2,14,fathul_majid,Fathul Majid Bengali translation,"āra yakhana tārā mu’minadera sāthe milita haẏa takhana tārā vale, āmarā īmāna enechi evaṃ yakhana tārā nijedera śaẏatānadera (kāphira vandhudera) sāthe milita haẏa takhana vale, āmarā tomādera saṅgei āchi, niścaẏai āmarā to śudhu ṭhāṭṭā-vidrūpa kare thāki.","ara yakhana tara mu’minadera sathe milita haya takhana tara vale, amara imana enechi evam yakhana tara nijedera sayatanadera (kaphira vandhudera) sathe milita haya takhana vale, amara tomadera sangei achi, niscayai amara to sudhu thatta-vidrupa kare thaki."
2,15,rawai_al_bayan,Rawai Al Bayan Bengali translation,āllāha tādera prati upahāsa karena evaṃ tāderake tādera avādhyatāẏa vibhrānta haẏe ghorāra avakāśa dena.,allaha tadera prati upahasa karena evam taderake tadera avadhyataya vibhranta haye ghorara avakasa dena.
2,15,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,āllāha tādera saṅge ṭhāṭṭā-vidrupa karachena evaṃ tāderake avakāśa dicchena. phale tārā nijedera avādhyatāra madhye udbhrānta haẏe phirache.,allaha tadera sange thatta-vidrupa karachena evam taderake avakasa dicchena. phale tara nijedera avadhyatara madhye udbhranta haye phirache.
2,15,taisirul_quran,Taisirul Quran Bengali translation,āllāha tādera saṅge (javāve) upahāsa karena evaṃ tādera avādhyatāẏa vibhrāntera mata tāderake ghure marāra avakāśa dena.,allaha tadera sange (javave) upahasa karena evam tadera avadhyataya vibhrantera mata taderake ghure marara avakasa dena.
2,15,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,"āllāh tādera sāthe upahāsa karena, evaṃ tāderake tādera avādhyatāra madhye vibhrāntera mata ghure ver̤āvāra avakāśa dena.","allah tadera sathe upahasa karena, evam taderake tadera avadhyatara madhye vibhrantera mata ghure veravara avakasa dena."
2,15,fathul_majid,Fathul Majid Bengali translation,āllāha tādera saṅge ṭhāṭṭā-vidrūpa karena evaṃ tāderake (tādera) nijedera avādhyatāra madhye vibhrānta haẏe phirāra janya ḍhila dena.,allaha tadera sange thatta-vidrupa karena evam taderake (tadera) nijedera avadhyatara madhye vibhranta haye phirara janya dhila dena.
2,16,rawai_al_bayan,Rawai Al Bayan Bengali translation,"erāi tārā, yārā hidāẏātera vinimaẏe pathabhraṣṭatā kraẏa kareche. kintu tādera vyavasā lābhajanaka haẏani evaṃ tārā hidāẏātaprāpta chila nā.","erai tara, yara hidayatera vinimaye pathabhrastata kraya kareche. kintu tadera vyavasa labhajanaka hayani evam tara hidayataprapta chila na."
2,16,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,"erā tārāi yārā su-pathera parivarte ku-pathake kraẏa kareche, sutarāṃ tādera vāṇijya lābhajanaka haẏani evaṃ tārā sarala saṭhika pathe caleni.","era tarai yara su-pathera parivarte ku-pathake kraya kareche, sutaram tadera vanijya labhajanaka hayani evam tara sarala sathika pathe caleni."
2,16,taisirul_quran,Taisirul Quran Bengali translation,"tārāi hidāẏātera vinimaẏe gomarāhī kraẏa kareche, kintu tāte tādera vyavasā lābhajanaka haẏani, āra tārā satpathaprāptao naẏa.","tarai hidayatera vinimaye gomarahi kraya kareche, kintu tate tadera vyavasa labhajanaka hayani, ara tara satpathapraptao naya."
2,16,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,"erāi tārā, yārā hedāẏātera vinimaẏe bhraṣṭatā kineche. kājei tādera vyavasā lābhajanaka haẏani. āra tārā hedāẏātaprāptao naẏa.","erai tara, yara hedayatera vinimaye bhrastata kineche. kajei tadera vyavasa labhajanaka hayani. ara tara hedayatapraptao naya."
2,16,fathul_majid,Fathul Majid Bengali translation,"erā tārāi yārā hidāẏātera parivarte gomarāhīke kraẏa kareche, phale tādera vyavasāẏa lābhajanaka haẏani evaṃ tārā saṭhika pathe paricālita haẏani.","era tarai yara hidayatera parivarte gomarahike kraya kareche, phale tadera vyavasaya labhajanaka hayani evam tara sathika pathe paricalita hayani."
2,17,rawai_al_bayan,Rawai Al Bayan Bengali translation,"tādera upamā ai vyaktira mata, ye āguna jvālāla. erapara yakhana āguna tāra cārapāśa ālokita karala, āllāha tādera ālo ker̤e nilena evaṃ tāderake cher̤e dilena emana andhakāre ye, tārā dekhache nā.","tadera upama ai vyaktira mata, ye aguna jvalala. erapara yakhana aguna tara carapasa alokita karala, allaha tadera alo kere nilena evam taderake chere dilena emana andhakare ye, tara dekhache na."
2,17,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,"edera avasthā ai vyaktira nyāẏa ye āguna prajjvalita karala, ataḥpara yakhana tāra pārśvavartī samasta sthāna ālokita hala, takhana āllāha tādera ālo chiniẏe nilena evaṃ tāderake andhakārera madhye cher̤e dilena, sutarāṃ tārā kichui dekhate pāẏanā.","edera avastha ai vyaktira nyaya ye aguna prajjvalita karala, atahpara yakhana tara parsvavarti samasta sthana alokita hala, takhana allaha tadera alo chiniye nilena evam taderake andhakarera madhye chere dilena, sutaram tara kichui dekhate payana."
2,17,taisirul_quran,Taisirul Quran Bengali translation,"tādera udāharaṇa, yemana eka vyakti āguna jvālālo, tā yakhana tāra cāradika ālokita karala āllāha takhana tādera jyoti apasāraṇa kare dilena evaṃ tāderake emana ghana andhakāre phele dilena ye, tārā kichui dekhate pāẏa nā.","tadera udaharana, yemana eka vyakti aguna jvalalo, ta yakhana tara caradika alokita karala allaha takhana tadera jyoti apasarana kare dilena evam taderake emana ghana andhakare phele dilena ye, tara kichui dekhate paya na."
2,17,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,"tādera upamā, ai vyaktira nyāẏa, ye āguna jvālālo; tārapara yakhana āguna tāra cāradika ālokita karala, āllāh takhana tādera ālo niẏe gelena evaṃ tāderake ghora andakāre phele dilena, yāte tārā kichui dekhate pāẏa nā.","tadera upama, ai vyaktira nyaya, ye aguna jvalalo; tarapara yakhana aguna tara caradika alokita karala, allah takhana tadera alo niye gelena evam taderake ghora andakare phele dilena, yate tara kichui dekhate paya na."
2,17,fathul_majid,Fathul Majid Bengali translation,"edera dṛṣṭānta ai vyaktira nyāẏa ye āguna jvālālo, ataḥpara agni yakhana tāra pārśvavartī samasta sthāna ālokita karala, takhana āllāha tādera ālo niẏe yāna evaṃ tāderake andhakārera madhye cher̤e dilena, sutarāṃ tārā kichui dekhate pāẏa nā.","edera drstanta ai vyaktira nyaya ye aguna jvalalo, atahpara agni yakhana tara parsvavarti samasta sthana alokita karala, takhana allaha tadera alo niye yana evam taderake andhakarera madhye chere dilena, sutaram tara kichui dekhate paya na."
2,18,rawai_al_bayan,Rawai Al Bayan Bengali translation,tārā vadhira-mūka-andha. tāi tārā phire āsave nā.,tara vadhira-muka-andha. tai tara phire asave na.
2,18,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,"tārā vadhira, mūka, andha. ataeva tārā pratyāvṛtta havenā.","tara vadhira, muka, andha. ataeva tara pratyavrtta havena."
2,18,taisirul_quran,Taisirul Quran Bengali translation,"tārā vadhira, mūka, andha; kājei tārā (hidāẏātera dike) phire āsave nā.","tara vadhira, muka, andha; kajei tara (hidayatera dike) phire asave na."
2,18,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,"tārā vadhira, vovā, andha, kājei tārā phire āsave nā.","tara vadhira, vova, andha, kajei tara phire asave na."
2,18,fathul_majid,Fathul Majid Bengali translation,"tārā vadhira, vākaśaktihīna o andha. ataeva tārā (saṭhika pathera dike) phire āsave nā.","tara vadhira, vakasaktihina o andha. ataeva tara (sathika pathera dike) phire asave na."
2,19,rawai_al_bayan,Rawai Al Bayan Bengali translation,"kiṃvā ākāśera varṣaṇamukhara meghera nyāẏa, yāte raẏeche ghana andhakāra, vajradhvani o vidyutcamaka. vajrera garjane tārā mṛtyura bhaẏe tādera kāne āṅula diẏe rākhe. āra āllāha kāphiraderake pariveṣṭana kare āchena.","kimva akasera varsanamukhara meghera nyaya, yate rayeche ghana andhakara, vajradhvani o vidyutcamaka. vajrera garjane tara mrtyura bhaye tadera kane anula diye rakhe. ara allaha kaphiraderake parivestana kare achena."
2,19,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,"athavā ākāśa hate vāri varṣaṇera nyāẏa yāte andhakāra, garjana o vidyut raẏeche, tārā vajradhvani vaśataḥ mṛtyubhaẏe tādera karṇasamūhe sva sva aṅgulī guje deẏa, evaṃ āllāha aviśvāsīdera pariveṣṭanakārī.","athava akasa hate vari varsanera nyaya yate andhakara, garjana o vidyut rayeche, tara vajradhvani vasatah mrtyubhaye tadera karnasamuhe sva sva anguli guje deya, evam allaha avisvasidera parivestanakari."
2,19,taisirul_quran,Taisirul Quran Bengali translation,"athavā yemana ākāśera varṣaṇamukhara megha, yāte āche gār̤ha andhakāra, vajradhvani o vidyut camaka, vajradhvanite mṛtyu bhaẏe tārā tādera kāne āṅgula ḍhukiẏe deẏa. āllāha kāpheraderake pariveṣṭana kare āchena.","athava yemana akasera varsanamukhara megha, yate ache garha andhakara, vajradhvani o vidyut camaka, vajradhvanite mrtyu bhaye tara tadera kane angula dhukiye deya. allaha kapheraderake parivestana kare achena."
2,19,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,"kiṃvā ākāśa hate muṣaladhāre vṛṣṭira nyāẏa, yāte raẏeche ghora andhakāra, vajradhvani o vidyutcamaka. vajradhvanite mṛtyubhaẏe tārā tādera kāne āṅgula deẏa. āra āllāh kāpheraderake pariveṣṭana kare raẏechena.","kimva akasa hate musaladhare vrstira nyaya, yate rayeche ghora andhakara, vajradhvani o vidyutcamaka. vajradhvanite mrtyubhaye tara tadera kane angula deya. ara allah kapheraderake parivestana kare rayechena."
2,19,fathul_majid,Fathul Majid Bengali translation,"athavā tādera dṛṣṭānta ākāśa hate pāni varṣaṇera nyāẏa yāte raẏeche andhakāra, garjana o vidyut camaka. tārā vajradhvanivaśataḥ mṛtyu bhaẏe tādera karṇasamūhe tādera aṅguli ḍhukiẏe deẏa āra āllāha kāphiraderake pariveṣṭanakārī.","athava tadera drstanta akasa hate pani varsanera nyaya yate rayeche andhakara, garjana o vidyut camaka. tara vajradhvanivasatah mrtyu bhaye tadera karnasamuhe tadera anguli dhukiye deya ara allaha kaphiraderake parivestanakari."
2,20,rawai_al_bayan,Rawai Al Bayan Bengali translation,"vidyutcamaka tādera dṛṣṭi ker̤e neẏāra upakrama haẏa. yakhanai tā tādera janya ālo deẏa, tārā tāte calate thāke. āra yakhana tā tādera upara andhakāra kare deẏa, tārā dā~r̤iẏe par̤e. āra āllāha yadi cāitena, avaśyai tādera śravaṇa o cokhasamūha niẏe nitena. niścaẏa āllāha sava kichura upara kṣamatāvāna.","vidyutcamaka tadera drsti kere neyara upakrama haya. yakhanai ta tadera janya alo deya, tara tate calate thake. ara yakhana ta tadera upara andhakara kare deya, tara da~riye pare. ara allaha yadi caitena, avasyai tadera sravana o cokhasamuha niye nitena. niscaya allaha sava kichura upara ksamatavana."
2,20,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,"acire vidyut tādera dṛṣṭi haraṇa karave, yakhana tādera prati āloka pradīpta haẏa takhana tārā calate thāke evaṃ yakhana tādera upara andhakāra ācchanna haẏa takhana tārā ṭhāẏa dā~r̤iẏe thāke evaṃ yadi āllāha icchā karena - niścaẏai tādera śravaṇaśakti o tādera dṛṣṭiśakti haraṇa karate pārena, niścaẏai āllāha sarva viṣaẏe śaktimāna.","acire vidyut tadera drsti harana karave, yakhana tadera prati aloka pradipta haya takhana tara calate thake evam yakhana tadera upara andhakara acchanna haya takhana tara thaya da~riye thake evam yadi allaha iccha karena - niscayai tadera sravanasakti o tadera drstisakti harana karate parena, niscayai allaha sarva visaye saktimana."
2,20,taisirul_quran,Taisirul Quran Bengali translation,"vidyutcamaka tādera dṛṣṭiśakti prāẏa ker̤e neẏa, yakhanai vidyutcamaka tādera sāmane prakāśita haẏa, takhanai tārā patha calate thāke evaṃ yakhana tādera upara andhakāra cheẏe yāẏa, takhana tārā thamake dā~r̤āẏa, āllāha icche karale tādera śravaṇa o dṛṣṭi śakti haraṇa karate pāratena, āllāha sakala viṣaẏe sarvaśaktimāna.","vidyutcamaka tadera drstisakti praya kere neya, yakhanai vidyutcamaka tadera samane prakasita haya, takhanai tara patha calate thake evam yakhana tadera upara andhakara cheye yaya, takhana tara thamake da~raya, allaha icche karale tadera sravana o drsti sakti harana karate paratena, allaha sakala visaye sarvasaktimana."
2,20,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,vidyut camake tādera dṛṣṭiśakti ker̤e neẏāra upakrama haẏa. yakhanai vidyutāloka tādera sāmane udbhāsita haẏa takhanai tārā patha cale evaṃ yakhana andhakāre ḍheke yāẏa takhana tārā thamke dā~r̤āẏa. āllāh icche karale tādera śravaṇa o dṛṣṭiśakti haraṇa karate pārena. niścaẏa āllāh savakichura upara kṣamatāvāna.,vidyut camake tadera drstisakti kere neyara upakrama haya. yakhanai vidyutaloka tadera samane udbhasita haya takhanai tara patha cale evam yakhana andhakare dheke yaya takhana tara thamke da~raya. allah icche karale tadera sravana o drstisakti harana karate parena. niscaya allah savakichura upara ksamatavana.
